paper_id,reviewer_id,review_content,accept_possibility
10.4230/LIPIcs.ICDT.2023.22,57970372300,Current word class wait gun.,0.41964771267595313
10.4230/LIPIcs.ICDT.2024.15,7402366049,Low drug let leader.,0.6610159719017071
10.4230/LIPIcs.ICDT.2024.15,7501899944,Recently person civil between when chance.,0.38170759389745124
10.4230/LIPIcs.ICDT.2024.15,57210020258,Else prevent international international.,0.14577567355485876
10.1145/3555776.3577772,57216148997,Site interesting ahead.,0.3665478884260255
10.1145/3555776.3577772,58183110500,Here security around scientist large.,0.12237098273561464
10.1145/3555776.3577772,58812613900,Choose sometimes race sea surface address value.,0.2527032042409366
10.1109/ICRASET59632.2023.10420257,57207880544,Century goal new be thousand grow.,0.8314236536111306
10.1109/ICRASET59632.2023.10420257,58120643900,Bit material company real feeling security move.,0.6355203029653301
10.1109/ICRASET59632.2023.10420257,57203222831,Door peace find boy.,0.6336645906813422
10.1007/s12530-023-09559-0,57223723743,Reveal everybody argue maybe stop either.,0.12450898698981594
10.1007/s12530-023-09559-0,57370565600,Lawyer necessary cause husband capital.,0.31327609313507543
10.1007/s12530-023-09559-0,18439025900,Life these call day.,0.47397469819037685
10.1109/SIoT60039.2023.10389856,58638257100,Mother project pretty exist keep major source.,0.6797281493059533
10.1109/SIoT60039.2023.10389856,57462567600,Class however operation most.,0.239643062847278
10.1109/SIoT60039.2023.10389856,57541422600,Daughter church nature.,0.009254213606312733
10.1145/3539618.3592061,54974129600,Decision range collection third.,0.8835843462895748
10.1145/3539618.3592061,57815195100,Character care war sure stage upon.,0.8237414332445809
10.1145/3539618.3592061,57189242944,Fly you high perform system her whether industry.,0.7488111290350576
10.1109/ACCESS.2023.3349242,57202983461,Campaign carry left wide.,0.25851000835782456
10.1109/ACCESS.2023.3349242,58102584200,Hair sign shake call rich.,0.7206785831299967
10.1109/ACCESS.2023.3349242,57199261878,Enter evening candidate because peace white.,0.090498568873289
,7006720133,Time him exactly help identify necessary.,0.9846443298829058
,57484916500,Type other voice inside.,0.2717657733272033
,57203105806,Federal financial relationship alone.,0.6248539946788169
10.1109/ICITDA60835.2023.10426919,58796544700,While material take.,0.4385653678209067
10.1109/ICITDA60835.2023.10426919,56534204300,Car say seat compare treat billion write many.,0.8513118066839727
10.1109/ICITDA60835.2023.10426919,58924027200,Partner since wear task compare current.,0.011027157608129778
10.1109/TC.2023.3329943,58038414500,Speech factor time simply. Teach edge hold above.,0.6780107322227747
10.1109/TC.2023.3329943,58109938100,Enjoy source itself claim.,0.9097093842294546
10.1109/TC.2023.3329943,57884306400,Know what drive note.,0.4234522039736527
10.1109/ICACTA58201.2023.10392861,58356114200,Give themselves huge meeting decide central ask.,0.6256576928587525
10.1109/ICACTA58201.2023.10392861,7101690072,Heavy particularly law wrong red.,0.7761861358604721
10.1109/ICACTA58201.2023.10392861,57014349100,Challenge high rise society mouth create sound.,0.25777244882600503
10.22489/CinC.2023.116,56425148200,Bit inside interview level learn upon.,0.32999200926314687
10.22489/CinC.2023.116,58944856100,Opportunity spend very ability.,0.5040090358684872
10.22489/CinC.2023.116,58391304700,His defense every road group. Space sign first.,0.7618111198771281
10.1145/3543873.3587563,57191608478,Many plan ahead without.,0.3110107633887418
10.1145/3543873.3587563,58810194000,Its list toward mission meeting car weight.,0.4758023389983398
10.1145/3543873.3587563,58872734500,Toward budget follow floor wish he.,0.11542560325683926
10.1021/acs.jcim.3c01617,58150838500,Large difficult rather feeling run happen body.,0.9100840679883081
10.1021/acs.jcim.3c01617,58179258300,Brother how these give together.,0.3978666294037335
10.1021/acs.jcim.3c01617,56732908700,Share technology generation choice only.,0.42345212434556156
10.1186/s13634-023-01094-z,58813187500,Various particular back consider.,0.8594032506353759
10.1186/s13634-023-01094-z,58349683400,My marriage stay become discover small.,0.42051488863050657
10.1186/s13634-023-01094-z,57191033645,Recently record early summer effort.,0.5367942789733064
10.1109/IEMENTech60402.2023.10423480,57197799893,Or and age expert require.,0.7076826757072665
10.1109/IEMENTech60402.2023.10423480,57218602688,Director blue include first beat.,0.7431923890934379
10.1109/IEMENTech60402.2023.10423480,57216386064,Throughout matter million break range.,0.6162766627406793
10.1109/MIC.2023.3333199,57561904100,Manage without power.,0.42129443346654805
10.1109/MIC.2023.3333199,57191283238,Skill data father race. Concern democratic laugh.,0.05744477518762636
10.1109/MIC.2023.3333199,7004594541,Arm wind threat cup middle region in listen.,0.8069725875449009
10.1145/3592980.3595323,58070682700,Matter social herself population exactly.,0.8674852678566979
10.1145/3592980.3595323,57214271852,Voice information thus must sign.,0.8755065300011856
10.1145/3592980.3595323,56033523800,Organization wife will why down from eat.,0.495299316462424
,57206320467,Her our condition newspaper.,0.5793406585945525
,57219710966,Animal score join world camera recent.,0.8907699852500329
,57267956000,Else all debate nature.,0.40366198242107365
10.1007/s11760-024-03063-x,55719823500,Response increase role and. Face but easy mean.,0.1971497248974916
10.1007/s11760-024-03063-x,8574872000,Full task always two television hundred board.,0.22349946897478878
10.1007/s11760-024-03063-x,58812123200,Box feel poor go mind better prevent.,0.7689427382152113
,57190945113,A difficult little.,0.23732471619565254
,56113815600,Focus let successful.,0.6668498153533895
,6507045792,Bill particular white send score far.,0.4902148534364318
10.3390/info15010034,55550317000,How administration wrong per.,0.36374593622424034
10.3390/info15010034,55459419800,Soldier join want suffer.,0.9367071025093833
10.3390/info15010034,14022136000,Important fall show pay camera college team.,0.33189817057696325
10.1145/3592980.3595312,19640863500,Son cultural kid.,0.661631439375928
10.1145/3592980.3595312,58288611100,Face this contain. Put allow seat.,0.012554998693103503
10.1145/3592980.3595312,57190835798,Leader ten Democrat affect give gun skill.,0.1958869986664752
10.1007/s11042-024-18990-7,57192588824,Energy visit television ask grow available.,0.676369066324262
10.1007/s11042-024-18990-7,58633806700,Rich view want just pass.,0.9095430165540644
10.1007/s11042-024-18990-7,58539782300,Man thus easy total. Nation anyone company film.,0.7960682597757103
10.1007/s11042-023-16304-x,7007180170,Window word head bar heart.,0.7603312624875542
10.1007/s11042-023-16304-x,56192158900,Class long rest enter learn.,0.7632398893953095
10.1007/s11042-023-16304-x,57426015000,Other past indeed new. Race soon raise key.,0.7764531988043641
10.1007/s11042-024-18461-z,58847414500,Idea partner six heavy home.,0.5424663276593046
10.1007/s11042-024-18461-z,57220011737,Rich ball while middle fact.,0.38816546508544525
10.1007/s11042-024-18461-z,57216410031,Price community green police.,0.4664079840974342
10.1016/j.commatsci.2024.112810,57193576827,Fact style season note establish trade.,0.5785893136500598
10.1016/j.commatsci.2024.112810,57976501300,Account base article you.,0.5749464999518438
10.1016/j.commatsci.2024.112810,37031142400,Floor wonder within.,0.743362489975961
10.1016/j.procs.2023.12.161,57884306400,He will floor body. Dog material boy treat.,0.9029554474295929
10.1016/j.procs.2023.12.161,58288426600,Both on scene only. Water answer must scientist.,0.09099021021640752
10.1016/j.procs.2023.12.161,57212779493,Expert front pattern many behind know fire check.,0.6355477970341763
10.1109/DESSERT61349.2023.10416500,57188763806,Ok audience word story first ten.,0.8259880803579037
10.1109/DESSERT61349.2023.10416500,36782771600,Question its oil. Fall would scene talk surface.,0.48229057916582974
10.1109/DESSERT61349.2023.10416500,58924027300,Customer remember build add enough arm matter.,0.7771647758174702
10.1142/S0219467825500561,57202829668,Unit specific decide foot woman really six.,0.7997675472189966
10.1142/S0219467825500561,58861643400,Bit talk physical power exactly next be.,0.8967372123637719
10.1142/S0219467825500561,55349872400,Road reflect politics feeling ten firm.,0.42758913168736923
,58312529600,Family garden value somebody.,0.5073374001279216
,58017646200,Almost east success choose maybe recent young.,0.8847316584338746
,7101653846,Style argue student entire wide provide.,0.49587294045135644
10.1109/TC.2023.3326982,57193642141,Improve clearly beautiful writer listen.,0.31308660915053765
10.1109/TC.2023.3326982,58288426600,Really real identify detail reason.,0.9157716004101384
10.1109/TC.2023.3326982,57211338943,Enough sense stock.,0.06708799358694228
10.1145/3584372.3588667,8384527000,Tonight level decision middle far wife senior.,0.9946216017399966
10.1145/3584372.3588667,14061534000,Foreign treatment author though radio.,0.5891688764130208
10.1145/3584372.3588667,57203239862,Face step force friend middle process model.,0.7091507798589809
10.1016/j.csbj.2024.03.015,57218846945,According deal politics ask.,0.9102130719660502
10.1016/j.csbj.2024.03.015,57702058200,Window network pick. Use recent investment often.,0.8733829677054425
10.1016/j.csbj.2024.03.015,6506803487,Work want serious very.,0.6708419306830702
10.48786/edbt.2023.74,57217523515,Participant manage area page of enough maintain.,0.7586269241916066
10.48786/edbt.2023.74,58679094300,State up arm news factor party reach knowledge.,0.9887691239980027
10.48786/edbt.2023.74,58847866500,Chair worry open tell thousand.,0.16488055902784282
10.1016/j.bspc.2023.105465,58942334000,Around actually north however bed how hold.,0.6260830751753209
10.1016/j.bspc.2023.105465,57202133852,At push view development.,0.8941293506577802
10.1016/j.bspc.2023.105465,7005780945,Event decade treat today training history city.,0.9562821981152152
10.1109/TKDE.2023.3310038,36782771600,Myself degree take sound statement think.,0.9113589557505343
10.1109/TKDE.2023.3310038,47861564100,Deep why relate report develop year.,0.11224014033107077
10.1109/TKDE.2023.3310038,42961909600,Fall pattern bring fast know.,0.08900107331226748
10.3934/electreng.2024004,23397760700,Dog laugh likely friend under price because.,0.5813050167119168
10.3934/electreng.2024004,58813187500,Minute physical low rule theory receive improve.,0.20137800726720745
10.3934/electreng.2024004,57217078907,We compare each still energy push close.,0.001677552794528081
10.1109/TMM.2023.3312851,58886479700,Subject wind together idea phone edge next.,0.5877262885453207
10.1109/TMM.2023.3312851,57837738200,Recognize again political rise.,0.5506040474937957
10.1109/TMM.2023.3312851,57191033645,Practice film market or boy wife. Sit job state.,0.4250204686339978
10.1016/j.ins.2023.119847,57218228755,Suddenly stand over vote edge plant home.,0.9149175201227826
10.1016/j.ins.2023.119847,58308224200,Chance health notice star lay.,0.8671595429672088
10.1016/j.ins.2023.119847,35115326500,Investment society but loss.,0.3810934812130995
10.1109/TSMC.2023.3301001,7102985269,Serve night expect rather throw and check.,0.8122484699379192
10.1109/TSMC.2023.3301001,57552833600,Statement institution member believe fact field.,0.7262874202069888
10.1109/TSMC.2023.3301001,7004757895,Every discover quickly this here.,0.8186764410012134
10.1109/JIOT.2024.3373783,58904621100,Sister three beat affect.,0.7127173674905669
10.1109/JIOT.2024.3373783,57566721900,Media watch one loss note.,0.374512704979605
10.1109/JIOT.2024.3373783,55622054000,Up baby politics ok.,0.5557635825962425
10.1016/j.csbj.2023.12.001,57216745048,Control attack decide good also any look nearly.,0.74530253058986
10.1016/j.csbj.2023.12.001,55364979300,People break trouble you ever.,0.0020496404724027473
10.1016/j.csbj.2023.12.001,57455876600,Perhaps talk home former. High address day ready.,0.9968152555706914
10.1109/JIOT.2024.3352016,58889362100,Stand seem help everything yourself type.,0.5116252031480376
10.1109/JIOT.2024.3352016,57205028633,Begin hold agree with security.,0.6684900758522075
10.1109/JIOT.2024.3352016,55887138200,Direction same safe realize news practice.,0.7475182004093953
10.1109/VCIP59821.2023.10402708,58921409200,Mother big among organization.,0.4384909071638
10.1109/VCIP59821.2023.10402708,58945533600,Few true game. Travel soldier toward more.,0.8976270764926751
10.1109/VCIP59821.2023.10402708,57193858315,Country market need chair fill.,0.11250384460071916
10.1117/12.3021828,58903279100,Window including firm however.,0.7346116268602295
10.1117/12.3021828,57579239200,Daughter station ever time.,0.5267247841407654
10.1117/12.3021828,58886802500,Yard else animal magazine born whatever other.,0.6805897482772293
10.1145/3579856.3582826,34874014100,Democrat early really run.,0.8198995998242495
10.1145/3579856.3582826,57200260249,Sense season decide avoid.,0.22959273651948564
10.1145/3579856.3582826,58882708600,Reach interview job rise take project.,0.8789786668618391
10.1186/s12859-024-05764-z,10641460400,Sound race behind north wind.,0.40854875996988926
10.1186/s12859-024-05764-z,57214882041,Section least sit nearly young.,0.5722537879240748
10.1186/s12859-024-05764-z,23389170100,Water sure response recent.,0.2541056101876792
10.1016/j.future.2023.09.024,57188866050,War add discussion voice local surface agency.,0.25865774316496426
10.1016/j.future.2023.09.024,55617166800,Season on yourself forward his to clear.,0.3443222634150013
10.1016/j.future.2023.09.024,13404674100,Service debate factor.,0.4890640985911078
10.1109/DESSERT61349.2023.10416531,56110254700,Around painting choice from people style.,0.007301386690061307
10.1109/DESSERT61349.2023.10416531,55839736400,Age live perform run both son bad.,0.815031127107976
10.1109/DESSERT61349.2023.10416531,58590009300,Yourself environment evidence discuss record.,0.5981799397010769
10.1145/3584372.3589935,57213598713,Record deal matter reduce.,0.32318538105138583
10.1145/3584372.3589935,58633806700,Would newspaper within soon.,0.06553610348988115
10.1145/3584372.3589935,55927230000,Century left because of.,0.397649170056095
10.1145/3579027.3608990,57217590446,Discussion then realize international.,0.07069902763437941
10.1145/3579027.3608990,57565477300,Recently charge sometimes why.,0.8096501631798988
10.1145/3579027.3608990,57211716176,Thought indeed about still PM day.,0.5987351557604506
10.1021/acs.jcim.3c01953,56209032800,Style store month north.,0.319612449235095
10.1021/acs.jcim.3c01953,15122367300,Much soon service information. Fight region star.,0.9922184366923342
10.1021/acs.jcim.3c01953,57203001033,Others sound likely pick. Make shoulder table.,0.4834977040040357
10.1109/LA-CCI58595.2023.10409478,6602842479,Build majority too color compare senior approach.,0.20070931554380378
10.1109/LA-CCI58595.2023.10409478,20635241600,Step operation institution listen ground.,0.9798024939622888
10.1109/LA-CCI58595.2023.10409478,55451797100,Operation data now current enter radio past.,0.11544515664001676
10.1109/ICSC58660.2023.10449764,35177461200,Environment world around stuff beautiful.,0.18193322397697165
10.1109/ICSC58660.2023.10449764,58727377500,Training positive effect pretty she.,0.4424791085904327
10.1109/ICSC58660.2023.10449764,57207880544,Hear Republican stuff medical.,0.15990384842567806
10.1109/ICECA58529.2023.10395674,15851589500,Pick field outside around vote.,0.935195903882521
10.1109/ICECA58529.2023.10395674,57206320467,North up agree receive although.,0.9820272724785286
10.1109/ICECA58529.2023.10395674,24336779600,Performance parent guess be involve.,0.6536122177799467
10.1109/ICAIHC59020.2023.10430485,7003631036,Way run focus action. Much save computer town.,0.18157787935636271
10.1109/ICAIHC59020.2023.10430485,57221311054,Suffer training billion skill.,0.4587712130069723
10.1109/ICAIHC59020.2023.10430485,57203772400,Board plan professional say traditional.,0.05662504058166995
10.1109/IEMENTech60402.2023.10423464,56454782900,Color expert lay board style.,0.018542647750265373
10.1109/IEMENTech60402.2023.10423464,58177193900,Exist ago south coach.,0.9649537189310486
10.1109/IEMENTech60402.2023.10423464,55210018400,Data nation too stuff weight tend several.,0.6570101884296577
10.1109/ICEFEET59656.2023.10452246,57847538800,Financial citizen before.,0.8647486798731764
10.1109/ICEFEET59656.2023.10452246,58544283600,Enter tell central data.,0.442218579212577
10.1109/ICEFEET59656.2023.10452246,6602217029,Yard crime hotel officer candidate answer.,0.14213794086203912
10.4230/LIPIcs.MFCS.2023.39,24823949600,Note rock meeting machine.,0.6605100817533912
10.4230/LIPIcs.MFCS.2023.39,57189503070,Position girl culture might.,0.42862040892375275
10.4230/LIPIcs.MFCS.2023.39,57211684710,Chair suggest around movie community trip.,0.4326884525619038
10.1109/TBIOM.2023.3327287,7003306513,Guy want by believe.,0.17630483681784692
10.1109/TBIOM.2023.3327287,57201290691,Pay behind example sell page.,0.9810410916745846
10.1109/TBIOM.2023.3327287,58835679000,Special parent trial go deep.,0.8851726329998556
10.1016/j.patcog.2023.110166,57221580640,Answer detail modern participant throw.,0.8254329276863293
10.1016/j.patcog.2023.110166,58038754200,Bag seven always standard house difficult.,0.8471854105942136
10.1016/j.patcog.2023.110166,58873261700,Usually difficult example particular true water.,0.6762607157018669
10.1109/JBHI.2023.3311677,58796189800,Man full anything area remain follow gun picture.,0.037035133295470035
10.1109/JBHI.2023.3311677,57217014442,Hand himself we notice. War able paper.,0.20902366524001603
10.1109/JBHI.2023.3311677,57218403306,Lawyer end history floor memory lot prevent.,0.07771074008223211
10.1504/IJESDF.2024.136024,58732653200,Might better near rest task summer.,0.2315539299627113
10.1504/IJESDF.2024.136024,56984291600,Dog travel job.,0.678877705813631
10.1504/IJESDF.2024.136024,12792666700,Training late wonder score raise study page help.,0.22261729229804295
,9632939900,Student billion truth then cause happen question.,0.9737496826382825
,36083426700,Scientist again try serious.,0.38053477183921347
,57192588824,Must power knowledge student energy.,0.9288284288519041
10.1002/asi.24839,15042243500,Very describe vote outside work subject.,0.8098731948688431
10.1002/asi.24839,55822747800,Yet over yourself series population gas father.,0.37103164148561596
10.1002/asi.24839,58524538300,Attorney hand magazine she.,0.550638269879601
10.1145/3584371.3612990,57392029600,Participant central car.,0.18054117183486984
10.1145/3584371.3612990,55851922500,Likely camera suggest point under computer local.,0.41192123393378666
10.1145/3584371.3612990,44860895000,Chair drive fly discuss other build.,0.29219006113884305
10.1109/IC-RVITM60032.2023.10435190,58317933000,See everything join result why air floor.,0.571809687238483
10.1109/IC-RVITM60032.2023.10435190,56515302800,Movement put likely society.,0.6734538032585329
10.1109/IC-RVITM60032.2023.10435190,35772439500,Party establish employee place compare pay.,0.3854424370957241
10.4230/LIPIcs.ICDT.2023.6,35177461200,Its ever population region two sometimes.,0.830826006089676
10.4230/LIPIcs.ICDT.2023.6,58365361900,Health only you former.,0.13856040093281163
10.4230/LIPIcs.ICDT.2023.6,57195775424,Move leader also forget perform.,0.7050821709737657
10.1145/3584372.3588666,58796544700,Sign catch stand able.,0.7113520912458446
10.1145/3584372.3588666,57780257100,Learn thought help rather. Child turn him.,0.0996156297336569
10.1145/3584372.3588666,58940046700,Goal think support pick baby tax.,0.5390375161501004
10.1109/TMM.2023.3312924,58862067000,Chance without service focus treat increase.,0.22789410560663026
10.1109/TMM.2023.3312924,56532645200,Hand amount station hundred.,0.03320647693557155
10.1109/TMM.2023.3312924,56039225700,Bill defense serve.,0.20025237269810836
,56285539100,Town will with his.,0.7287568502451985
,6507488880,Event market would enough artist.,0.6483429122734506
,58871532300,Tree involve action none. Last onto better woman.,0.951180264121311
10.1145/3580305.3599395,56905439800,Final safe let seat court develop.,0.8645617476276305
10.1145/3580305.3599395,22986241000,Statement sometimes day term myself.,0.7939578828917994
10.1145/3580305.3599395,58113383300,Only me player customer record suddenly task.,0.3184524614484364
10.1142/S0129065724500126,57211142666,Just thought budget special type.,0.3305026279983424
10.1142/S0129065724500126,57421349300,Industry above general.,0.992119508444266
10.1142/S0129065724500126,23388633900,New style lawyer can or how.,0.5052397247087989
10.1016/j.compbiomed.2024.108066,55737671700,Before safe give international.,0.18456329921270886
10.1016/j.compbiomed.2024.108066,55560792500,Sign wind record nation that point.,0.898949638229247
10.1016/j.compbiomed.2024.108066,56340229900,Newspaper city onto author red.,0.5857807887078028
10.1145/3618257.3624843,24829518000,Defense capital buy their along hot explain.,0.6180708990702367
10.1145/3618257.3624843,58872739100,Apply than short up baby.,0.9373753819619149
10.1145/3618257.3624843,57221311054,Summer trip style concern.,0.22982752714394283
10.3390/s24020507,21740649500,Strong door group method fear statement old.,0.02562954327689304
10.3390/s24020507,57201735463,Day hotel improve to tend present hundred.,0.0438542894710624
10.3390/s24020507,56404208500,Then make need forget.,0.6880584867413208
10.1109/ICEDCS60513.2023.00084,57196024000,Whole allow serious apply mother catch boy eye.,0.7502007439226129
10.1109/ICEDCS60513.2023.00084,7102985269,Admit skin address chance particularly data trip.,0.8378457489367467
10.1109/ICEDCS60513.2023.00084,57207522864,According country artist million blood over.,0.6728888038034828
10.1109/JBHI.2023.3337261,57200511490,Machine tell situation quality impact.,0.5722659994498043
10.1109/JBHI.2023.3337261,57281491100,Just next reach fill total around method.,0.27959210221662345
10.1109/JBHI.2023.3337261,57305287800,Say standard turn alone list.,0.22327715894778644
10.1038/s41746-023-00994-6,58583813100,Popular success always grow wait service month.,0.907198855781628
10.1038/s41746-023-00994-6,55361564600,City range middle fear office thus onto.,0.12800561027474255
10.1038/s41746-023-00994-6,6602842479,Continue fact our that condition.,0.7398506116233483
10.1007/s11042-023-15139-w,58175437400,Trouble interesting top.,0.0533316217116615
10.1007/s11042-023-15139-w,6602671732,Case price money really.,0.6679188400123413
10.1007/s11042-023-15139-w,58667843600,Bar gas stop produce team state.,0.5052376896475654
10.36680/j.itcon.2024.006,57194617806,Interest suggest its.,0.5992393031841824
10.36680/j.itcon.2024.006,56066018400,Authority rest three matter majority it consumer.,0.8895980967734386
10.36680/j.itcon.2024.006,57188828713,Two industry mean simple year yeah you.,0.34949351075876145
10.1016/j.eswa.2023.121924,58861355000,These southern discover alone tend executive.,0.9676197841993854
10.1016/j.eswa.2023.121924,55954378200,Various west old very quickly own energy.,0.010130118650041875
10.1016/j.eswa.2023.121924,56603389700,Clear might offer discussion party federal.,0.10049556944286864
10.1109/DSC61021.2023.10354217,57993966700,Similar investment much partner.,0.23208413423596053
10.1109/DSC61021.2023.10354217,58847731900,Itself sound hear sea chance.,0.3027323485639529
10.1109/DSC61021.2023.10354217,24824834500,No raise see.,0.7028503779174937
10.4230/LIPIcs.ICDT.2024.4,57202394314,Piece administration agent technology.,0.41533197069726924
10.4230/LIPIcs.ICDT.2024.4,58349683400,Modern manage relationship special part.,0.27107258261865064
10.4230/LIPIcs.ICDT.2024.4,55092424400,Feeling break threat most audience peace.,0.7311105525719259
10.1145/3595647.3595651,58868310500,Important medical possible door standard man.,0.8319527977704708
10.1145/3595647.3595651,57213066912,Weight college minute maintain.,0.2849545223928571
10.1145/3595647.3595651,9235241800,Trip join thing go population song.,0.9618502404973092
10.1145/3630202.3630225,58817921000,Decision still friend street community.,0.289555060031201
10.1145/3630202.3630225,36450747100,Everyone within go.,0.1419485814616629
10.1145/3630202.3630225,7101690708,Family I open mind politics western toward away.,0.08196856943140196
10.1021/acs.jcim.3c01812,55795726400,Author about ball like.,0.019090203574996245
10.1021/acs.jcim.3c01812,57220181673,Phone his threat suddenly foot seven PM.,0.9398951983031432
10.1021/acs.jcim.3c01812,6603841869,Picture firm others boy.,0.4874831538054165
10.1145/3617694.3623223,58725199400,Check guess realize political central nor same.,0.8051249051415643
10.1145/3617694.3623223,58700333000,Particular direction sure first at bar improve.,0.5106110036296462
10.1145/3617694.3623223,57211004932,Resource trade hear newspaper window.,0.8733873688891084
10.30420/456164024,57222464115,Open meeting reason group draw culture.,0.9002458326135688
10.30420/456164024,57222117369,School month will citizen.,0.34839460677084755
10.30420/456164024,57211716176,Almost trouble develop himself all speak others.,0.04038526231726902
10.1007/s12559-023-10193-w,57208013526,Place range control movement seven.,0.42144668275302233
10.1007/s12559-023-10193-w,27867794600,Other moment station last.,0.8425282333458931
10.1007/s12559-023-10193-w,56707940700,Across money five along forget entire.,0.20225919753045996
10.4230/LIPIcs.ICDT.2023.24,24376851300,Fight line determine it take interview American.,0.5989985972534068
10.4230/LIPIcs.ICDT.2023.24,35096497700,Democrat size amount plan another.,0.00618129586937366
10.4230/LIPIcs.ICDT.2023.24,57686265900,First expect record close under.,0.2602428465184138
10.3390/s24051686,56308141500,Country not research minute social.,0.5519192165274636
10.3390/s24051686,57210173007,Course easy game send determine have reality.,0.49245124849279265
10.3390/s24051686,58795926000,City behavior generation fear specific.,0.9508630655075022
10.1145/3615522.3615555,58847392600,Word our road car white most.,0.9603327477129513
10.1145/3615522.3615555,57268162100,Authority city city option actually may message.,0.551912277365358
10.1145/3615522.3615555,57224980204,Space be establish myself interview doctor.,0.6982702921242399
10.1016/j.compbiomed.2024.108220,57213066912,Second four trade large section half rate you.,0.36545109405900567
