start_id,end_id
10.1145/3614008.3614044,"6th International Conference on Signal Processing and Machine Learning, SPML 2023"
10.1145/3555041.3589400,"2023 ACM/SIGMOD International Conference on Management of Data, SIGMOD 2023"
10.1145/3603163.3609049,"34th ACM Conference on Hypertext and Social Media, HT 2023"
10.1016/j.procs.2023.11.007,"3rd International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy, SPIoT2023"
10.1109/BIGCOM61073.2023.00024,"9th International Conference on Big Data Computing and Communications, BigCom 2023"
10.1145/3589132.3625601,"31st ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems, ACM SIGSPATIAL GIS 2023"
10.1145/3555041.3589402,"2023 ACM/SIGMOD International Conference on Management of Data, SIGMOD 2023"
10.1109/ICICIS58388.2023.10391183,"11th IEEE International Conference on Intelligent Computing and Information Systems, ICICIS 2023"
10.1145/3555041.3590816,"2023 ACM/SIGMOD International Conference on Management of Data, SIGMOD 2023"
10.5194/isprs-archives-XLVIII-1-W1-2023-311-2023,"12th International Symposium on Mobile Mapping Technology, MMT 2023"
10.1145/3631802.3631821,"23rd International Conference on Computing Education Research, Koli Calling 2023"
10.1145/3545945.3569727,"54th ACM Technical Symposium on Computer Science Education, SIGCSE 2023"
10.1109/SUMMA60232.2023.10349498,"5th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency, SUMMA 2023"
10.1109/BIOSIG58226.2023.10345997,"22nd International Conference of the Biometrics Special Interest Group, BIOSIG 2023"
10.1145/3609956.3609968,"18th International Symposium on Spatial and Temporal Data, SSTD 2023"
10.1145/3592980.3595300,"19th International Workshop on Data Management on New Hardware, DaMoN 2023"
10.1109/SSI58917.2023.10387755,"2023 Smart Systems Integration Conference and Exhibition, SSI 2023"
10.5194/isprs-archives-XLVIII-4-W6-2022-261-2023,20th Geoinformation Week: Broadening Geospatial Science and Technology 2022
10.26615/978-954-452-090-8_002,"1st Workshop on Computational Terminology in NLP and Translation Studies, ConTeNTS 2023"
10.1109/CANDARW60564.2023.00013,"11th International Symposium on Computing and Networking Workshops, CANDARW 2023"
10.1109/CIPAE60493.2023.00019,"4th International Conference on Computers, Information Processing and Advanced Education, CIPAE 2023"
10.1145/3581641.3584067,"28th International Conference on Intelligent User Interfaces, IUI 2023"
10.23919/SICE59929.2023.10354252,"62nd Annual Conference of the Society of Instrument and Control Engineers, SICE 2023"
10.1145/3615890.3628537,"2nd ACM SIGSPATIAL International Workshop on Searching and Mining Large Collections of Geospatial Data, GeoSearch 2023"
10.1109/IISEC59749.2023.10391023,"4th International Informatics and Software Engineering Conference, IISEC 2023"
10.1109/ICRAMET60171.2023.10366632,"2023 International Conference on Radar, Antenna, Microwave, Electronics, and Telecommunications, ICRAMET 2023"
10.1145/3615522.3615529,"16th International Symposium on Visual Information Communication and Interaction, VINCI 2023"
10.1109/VizSec60606.2023.00011,"2023 IEEE Symposium on Visualization for Cyber Security, VizSec 2023"
10.1109/IEMENTech60402.2023.10423485,"7th International Conference on Electronics, Materials Engineering and Nano-Technology, IEMENTech 2023"
10.1145/3583133.3590662,"20th Genetic and Evolutionary Computation Conference Companion, GECCO 2023"
10.1145/3583120.3586957,"22nd ACM/IEEE International Conference on Information Processing in Sensor Networks, IPSN 2023"
10.1145/3576841.3589614,"14th ACM/IEEE International Conference on Cyber-Physical Systems, with CPS-IoT Week 2023, ICCPS 2023"
10.1145/3555041.3590817,"2023 ACM/SIGMOD International Conference on Management of Data, SIGMOD 2023"
10.1109/NKCon59507.2023.10396396,"2nd IEEE North Karnataka Subsection Flagship International Conference, NKCon 2023"
10.1109/ICTBIG59752.2023.10456144,"3rd IEEE International Conference on ICT in Business Industry and Government, ICTBIG 2023"
10.1109/BIOSIG58226.2023.10345977,"22nd International Conference of the Biometrics Special Interest Group, BIOSIG 2023"
10.1109/IJCB57857.2023.10448552,"2023 IEEE International Joint Conference on Biometrics, IJCB 2023"
10.1016/j.procs.2023.12.042,"3rd International Conference on Evolutionary Computing and Mobile Sustainable Networks, ICECMSN 2023"
10.3233/ATDE221245,"1st International Conference on Recent Developments in Electronics and Communication Systems, RDECS 2022"
10.1201/9781032684994-76,"International Conference on Artificial Intelligence, Blockchain, Computing and Security, ICABCS 2023"
10.1109/ICSSS58085.2023.10407074,"9th IEEE International Conference on Smart Structures and Systems, ICSSS 2023"
10.1145/3572848.3577433,"29th ACM SIGPLAN Annual Symposium on Principles and Practice of Parallel Programming, PPoPP 2024"
10.1109/ICDSAAI59313.2023.10452571,"20th International Conference on Data Science, Agents and Artificial Intelligence, ICDSAAI 2023"
10.1145/3615887.3627753,"7th ACM SIGSPATIAL International Workshop on Geospatial Humanities, GeoHumanities 2023"
10.1109/HPEC58863.2023.10363590,"20th IEEE High Performance Extreme Computing Conference, HPEC 2023"
10.48786/edbt.2023.53,"26th International Conference on Extending Database Technology, EDBT 2023"
10.1109/PuneCon58714.2023.10450006,"6th IEEE Pune Section International Conference, PuneCon 2023"
10.1145/3589462.3589488,"27th International Database Engineered Applications Symposium, IDEAS 2023"
10.4230/LIPIcs.ICDT.2023.12,"22th International Conference on Database Theory, ICDT 2019"
10.4230/LIPIcs.ICDT.2023.3,"22th International Conference on Database Theory, ICDT 2019"
10.4230/LIPIcs.ICDT.2023.19,"22th International Conference on Database Theory, ICDT 2019"
10.4230/LIPIcs.ICDT.2023.20,"22th International Conference on Database Theory, ICDT 2019"
10.4230/LIPIcs.ICDT.2023.10,"22th International Conference on Database Theory, ICDT 2019"
10.1145/3614321.3614381,"16th International Conference on Theory and Practice of Electronic Governance, ICEGOV 2023"
10.1109/COMNETSAT59769.2023.10420796,"12th IEEE International Conference on Communication, Networks and Satellite, COMNETSAT 2023"
10.1109/ICOIACT59844.2023.10455894,"6th International Conference on Information and Communications Technology, ICOIACT 2023"
10.1109/IW_MSS59200.2023.10368597,"2023 IEEE International Workshop on Mechatronics Systems Supervision, IW_MSS 2023"
10.1145/3592980.3595304,"19th International Workshop on Data Management on New Hardware, DaMoN 2023"
10.1145/3592980.3595317,"19th International Workshop on Data Management on New Hardware, DaMoN 2023"
10.1109/C358072.2023.10436245,"1st IEEE Colombian Caribbean Conference, C3 2023"
10.1109/CINTI59972.2023.10381957,"23rd IEEE International Symposium on Computational Intelligence and Informatics, CINTI 2023"
10.1109/GHTC56179.2023.10354568,"13th Annual IEEE Global Humanitarian Technology Conference, GHTC 2023"
10.1109/ICEIC61013.2024.10457244,"2024 International Conference on Electronics, Information, and Communication, ICEIC 2024"
10.1109/ICSIMA59853.2023.10373533,"9th IEEE International Conference on Smart Instrumentation, Measurement and Applications, ICSIMA 2023"
10.1109/OCIT59427.2023.10430516,"21st OITS International Conference on Information Technology, OCIT 2023"
10.1109/ICoSNIKOM60230.2023.10364398,"7th IEEE International Conference of Computer Science and Information Technology, ICOSNIKOM 2023"
10.1109/CISCT57197.2023.10351356,"3rd International Conference on Innovative Sustainable Computational Technologies, CISCT 2023"
10.1145/3597926.3598116,"32nd ACM SIGSOFT International Symposium on Software Testing and Analysis, ISSTA 2023"
10.1145/3580305.3599405,"29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining, KDD 2023"
10.1145/3594315.3594407,"9th International Conference on Computing and Artificial Intelligence, ICCAI 2023"
10.1109/ICICyTA60173.2023.10428947,"3rd International Conference on Intelligent Cybernetics Technology and Applications, ICICyTA 2023"
10.1145/3592307.3592330,"6th International Conference on Electronics, Communications and Control Engineering, ICECC 2023"
10.1145/3616712.3616791,"14th International Conference on E-business, Management and Economics, ICEME 2023"
10.1109/ACIIS59385.2023.10367332,"6th International Conference on Applied Computational Intelligence in Information Systems, ACIIS 2023"
10.1145/3544549.3585794,"2023 CHI Conference on Human Factors in Computing Systems, CHI 2023"
10.1145/3603165.3607435,"2023 ACM Turing Award Celebration Conference, CHINA 2023"
10.1109/ICEDCS60513.2023.00059,"2023 International Conference on Electronics and Devices, Computational Science, ICEDCS 2023"
10.1109/SIPAIM56729.2023.10373523,"19th International Symposium on Medical Information Processing and Analysis, SIPAIM 2023"
10.1145/3609987.3609994,"2nd International Conference of the Greece ACM SIGCHI Chapter, CHIGreece 2023"
10.1109/ICACIC59454.2023.10435349,"2nd International Conference on Advances in Computational Intelligence and Communication, ICACIC 2023"
10.1016/j.procs.2023.11.108,"3rd International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy, SPIoT2023"
10.1109/CISCT57197.2023.10351417,"3rd International Conference on Innovative Sustainable Computational Technologies, CISCT 2023"
10.1109/LA-CCI58595.2023.10409408,"2023 IEEE Latin American Conference on Computational Intelligence, LA-CCI 2023"
10.5194/isprs-archives-XLVIII-1-W1-2023-511-2023,"12th International Symposium on Mobile Mapping Technology, MMT 2023"
10.48786/edbt.2023.48,"26th International Conference on Extending Database Technology, EDBT 2023"
10.1145/3584372.3588672,"42nd ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems, PODS 2023"
10.1145/3634848.3634859,"12th International Conference on Software and Information Engineering, ICSIE 2023"
10.1117/12.2683433,"2023 International Conference on Computer Network Security and Software Engineering, CNSSE 2023"
10.1109/ICNGN59831.2023.10396786,"2nd International Conference on Intelligent Computing and Next Generation Networks, ICNGN 2023"
10.1145/3594441.3594448,"8th International Conference on Information and Education Innovations, ICIEI 2023"
10.1145/3583788.3583819,"7th International Conference on Machine Learning and Soft Computing, ICMLSC 2023"
10.1145/3615833.3628590,"11th ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data, BigSpatial 2023"
10.1145/3584372.3588680,"42nd ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems, PODS 2023"
10.1109/ICAICA58456.2023.10405528,"2023 5th International Conference on Artificial Intelligence and Computer Applications, ICAICA 2023"
10.1145/3576840.3578281,"8th ACM SIGIR Conference on Human Information Interaction and Retrieval, CHIIR 2023"
10.4230/LIPIcs.ICDT.2024.23,"22th International Conference on Database Theory, ICDT 2019"
10.48786/edbt.2023.42,"26th International Conference on Extending Database Technology, EDBT 2023"
10.1145/3552326.3567494,"18th European Conference on Computer Systems, EuroSys 2023"
10.22489/CinC.2023.164,"50th Computing in Cardiology, CinC 2023"
10.1109/ICEBE59045.2023.00043,"19th IEEE International Conference on e-Business Engineering, ICEBE 2023"
10.1145/3555041.3589404,"2023 ACM/SIGMOD International Conference on Management of Data, SIGMOD 2023"
10.1109/ICEDCS60513.2023.00105,"2023 International Conference on Electronics and Devices, Computational Science, ICEDCS 2023"
10.1109/BigDIA60676.2023.10429609,"9th International Conference on Big Data and Information Analytics, BigDIA 2023"
10.1109/CIPAE60493.2023.00053,"4th International Conference on Computers, Information Processing and Advanced Education, CIPAE 2023"
10.1145/3552326.3587434,"18th European Conference on Computer Systems, EuroSys 2023"
10.1145/3639390.3639393,"7th International Conference on Video and Image Processing, ICVIP 2023"
10.1145/3627341.3630376,"2023 International Conference on Computer, Vision and Intelligent Technology, ICCVIT 2023"
10.1145/3539618.3591637,"46th International ACM SIGIR Conference on Research and Development in Information Retrieval, SIGIR 2023"
10.1145/3613917.3613923,"8th International Conference on Multimedia Systems and Signal Processing, ICMSSP 2023"
10.48786/edbt.2023.52,"26th International Conference on Extending Database Technology, EDBT 2023"
10.5194/isprs-archives-XLVIII-M-2-2023-1665-2023,"29th CIPA Symposium on Documenting, Understanding, Preserving Cultural Heritage. Humanities and Digital Technologies for Shaping the Future 2023"
10.5194/isprs-archives-XLVIII-4-W7-2023-261-2023,"20th Free and Open Source Software for Geospatial, FOSS4G 2023"
10.1145/3555776.3577733,"38th Annual ACM Symposium on Applied Computing, SAC 2023"
10.1145/3580305.3599352,"29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining, KDD 2023"
10.1145/3552326.3567492,"18th European Conference on Computer Systems, EuroSys 2023"
10.1145/3580305.3599543,"29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining, KDD 2023"
10.1145/3588195.3595942,"32nd International Symposium on High-Performance Parallel and Distributed Computing, HPDC 2023"
10.1145/3593856.3595905,"19th Workshop on Hot Topics in Operating Systems, HotOS 2023"
10.1109/VCIP59821.2023.10402756,"2023 IEEE International Conference on Visual Communications and Image Processing, VCIP 2023"
10.1145/3640824.3640869,"8th International Conference on Control Engineering and Artificial Intelligence, CCEAI 2024"
10.1109/CIPAE60493.2023.00081,"4th International Conference on Computers, Information Processing and Advanced Education, CIPAE 2023"
10.1145/3577193.3593734,"37th ACM International Conference on Supercomputing, ICS 2023"
10.1145/3606843.3606859,"5th International Conference on Information Technology and Computer Communications, ITCC 2023"
10.1145/3543873.3587586,"2023 World Wide Web Conference, WWW 2023"
