start_id,end_id
10.1109/TIFS.2024.3368892,IEEE Transactions on Information Forensics and Security
10.1109/TMM.2024.3371218,IEEE Transactions on Multimedia
10.1021/acs.jcim.3c01455,Journal of Chemical Information and Modeling
10.1016/j.cpc.2023.108935,Computer Physics Communications
10.2478/amns.2023.1.00473,Applied Mathematics and Nonlinear Sciences
10.1002/widm.1525,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery
10.1007/s00778-024-00846-z,VLDB Journal
10.1109/TIFS.2023.3280742,IEEE Transactions on Information Forensics and Security
10.1186/s12859-024-05634-8,BMC Bioinformatics
10.2478/amns.2023.2.01470,Applied Mathematics and Nonlinear Sciences
10.1016/j.eswa.2024.123388,Expert Systems with Applications
10.1016/j.jbi.2024.104603,Journal of Biomedical Informatics
10.1016/j.cmpb.2024.108117,Computer Methods and Programs in Biomedicine
10.1021/acs.jcim.3c00870,Journal of Chemical Information and Modeling
10.3390/s24041259,Sensors
10.1007/s11633-022-1402-8,Machine Intelligence Research
10.1016/j.csbj.2024.01.013,Computational and Structural Biotechnology Journal
10.3233/JIFS-231852,Journal of Intelligent and Fuzzy Systems
10.1109/ACCESS.2024.3362247,IEEE Access
10.1007/s11042-023-17013-1,Multimedia Tools and Applications
10.1007/s00521-023-09296-0,Neural Computing and Applications
10.1016/j.conengprac.2024.105843,Control Engineering Practice
10.1002/sam.11673,Statistical Analysis and Data Mining
10.1109/ACCESS.2024.3357689,IEEE Access
10.1007/s10489-023-05172-5,Applied Intelligence
10.1016/j.compgeo.2023.105934,Computers and Geotechnics
10.1016/j.csi.2023.103801,Computer Standards and Interfaces
10.1016/j.comtox.2024.100304,Computational Toxicology
10.3390/s24031008,Sensors
10.3233/JIFS-223030,Journal of Intelligent and Fuzzy Systems
10.1109/TBIOM.2024.3377686,"IEEE Transactions on Biometrics, Behavior, and Identity Science"
10.1109/MNET.2024.3374080,IEEE Network
10.1007/s00521-024-09577-2,Neural Computing and Applications
10.3390/s24051698,Sensors
10.1038/s41524-023-01193-3,npj Computational Materials
10.1016/j.eswa.2023.122754,Expert Systems with Applications
10.1016/j.engappai.2023.107500,Engineering Applications of Artificial Intelligence
10.1007/s11042-024-18488-2,Multimedia Tools and Applications
10.1016/j.bspc.2023.105899,Biomedical Signal Processing and Control
10.1016/j.calphad.2023.102658,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry
10.1016/j.compbiomed.2024.108124,Computers in Biology and Medicine
10.1016/j.compbiomed.2024.108195,Computers in Biology and Medicine
10.1007/s00500-023-09418-9,Soft Computing
10.1016/j.jfranklin.2024.106664,Journal of the Franklin Institute
10.1109/TIP.2023.3333217,IEEE Transactions on Image Processing
10.2478/amns.2023.2.00315,Applied Mathematics and Nonlinear Sciences
10.1016/j.bspc.2024.106069,Biomedical Signal Processing and Control
10.1007/s10851-024-01178-x,Journal of Mathematical Imaging and Vision
10.1145/3641819,ACM Transactions on Privacy and Security
10.1109/TLT.2023.3273926,IEEE Transactions on Learning Technologies
10.1109/ACCESS.2024.3381032,IEEE Access
10.1016/j.cviu.2024.103927,Computer Vision and Image Understanding
10.1109/TIFS.2023.3324326,IEEE Transactions on Information Forensics and Security
10.1109/JBHI.2024.3352513,IEEE Journal of Biomedical and Health Informatics
10.1007/s10115-023-01948-w,Knowledge and Information Systems
10.1007/s11042-023-17997-w,Multimedia Tools and Applications
10.1109/ACCESS.2023.3345452,IEEE Access
10.1109/TMM.2023.3301276,IEEE Transactions on Multimedia
10.1080/09540091.2024.2323059,Connection Science
10.1016/j.knosys.2024.111449,Knowledge-Based Systems
10.1109/TPAMI.2023.3334760,IEEE Transactions on Pattern Analysis and Machine Intelligence
10.2478/amns.2023.1.00093,Applied Mathematics and Nonlinear Sciences
10.1007/s00530-023-01240-5,Multimedia Systems
10.1016/j.micpro.2023.104987,Microprocessors and Microsystems
10.1016/j.compgeo.2024.106135,Computers and Geotechnics
10.1016/j.cogsys.2024.101216,Cognitive Systems Research
10.2478/amns.2023.2.01066,Applied Mathematics and Nonlinear Sciences
10.1016/j.compbiomed.2024.108201,Computers in Biology and Medicine
10.2478/amns.2023.2.01665,Applied Mathematics and Nonlinear Sciences
10.1021/acs.jcim.3c01810,Journal of Chemical Information and Modeling
10.1007/s41315-023-00310-1,International Journal of Intelligent Robotics and Applications
10.1016/j.compgeo.2023.105967,Computers and Geotechnics
10.1109/ACCESS.2024.3349487,IEEE Access
10.1016/j.ascom.2024.100791,Astronomy and Computing
10.1016/j.eswa.2023.121489,Expert Systems with Applications
10.1016/j.jvcir.2023.104033,Journal of Visual Communication and Image Representation
10.1108/JMTM-03-2023-0114,Journal of Manufacturing Technology Management
10.1016/j.cad.2023.103630,CAD Computer Aided Design
10.1007/s10115-023-02009-y,Knowledge and Information Systems
10.1016/j.specom.2023.103008,Speech Communication
10.1016/j.bspc.2023.105791,Biomedical Signal Processing and Control
10.1109/TII.2023.3324940,IEEE Transactions on Industrial Informatics
10.1109/TKDE.2024.3359710,IEEE Transactions on Knowledge and Data Engineering
10.1109/TCSS.2024.3355113,IEEE Transactions on Computational Social Systems
10.1016/j.cageo.2023.105479,Computers and Geosciences
10.1007/s11042-023-15393-y,Multimedia Tools and Applications
10.1016/j.compbiomed.2024.108072,Computers in Biology and Medicine
10.1016/j.eswa.2023.122841,Expert Systems with Applications
10.1109/TIT.2023.3344717,IEEE Transactions on Information Theory
10.1109/JIOT.2024.3358349,IEEE Internet of Things Journal
10.1007/s10489-023-05231-x,Applied Intelligence
10.1109/TSG.2023.3276390,IEEE Transactions on Smart Grid
10.1016/j.aei.2023.102293,Advanced Engineering Informatics
10.1016/j.jmgm.2023.108669,Journal of Molecular Graphics and Modelling
10.1109/JBHI.2024.3368049,IEEE Journal of Biomedical and Health Informatics
10.1016/j.compgeo.2023.105933,Computers and Geotechnics
10.1007/s11128-024-04288-y,Quantum Information Processing
10.1108/IR-11-2023-0284,Industrial Robot
10.1109/TKDE.2024.3363009,IEEE Transactions on Knowledge and Data Engineering
10.1016/j.patcog.2023.110240,Pattern Recognition
10.1016/j.bspc.2023.105750,Biomedical Signal Processing and Control
10.1016/j.ins.2024.120272,Information Sciences
10.1016/j.bspc.2023.105799,Biomedical Signal Processing and Control
10.3390/s24010008,Sensors
10.1016/j.displa.2023.102585,Displays
10.1016/j.bspc.2023.105502,Biomedical Signal Processing and Control
10.1186/s40537-023-00857-7,Journal of Big Data
10.1109/TSC.2024.3356728,IEEE Transactions on Services Computing
10.1177/17298806241229270,International Journal of Advanced Robotic Systems
10.1109/THMS.2024.3351138,IEEE Transactions on Human-Machine Systems
10.14733/cadaps.2024.S17.132-143,Computer-Aided Design and Applications
10.1016/j.eswa.2023.121324,Expert Systems with Applications
10.1109/ACCESS.2023.3346997,IEEE Access
10.1007/s12530-023-09562-5,Evolving Systems
10.1016/j.egyai.2023.100331,Energy and AI
10.1109/TMM.2024.3356029,IEEE Transactions on Multimedia
10.1016/j.aei.2023.102224,Advanced Engineering Informatics
10.1016/j.future.2024.03.012,Future Generation Computer Systems
10.12694/scpe.v25i1.2296,Scalable Computing
10.1109/TCSS.2024.3374642,IEEE Transactions on Computational Social Systems
10.1080/15472450.2022.2106564,"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations"
10.1016/j.bspc.2023.105615,Biomedical Signal Processing and Control
10.1016/j.csbj.2023.11.024,Computational and Structural Biotechnology Journal
10.1016/j.patcog.2023.110170,Pattern Recognition
10.1016/j.bspc.2023.105611,Biomedical Signal Processing and Control
10.1016/j.compbiomed.2024.108256,Computers in Biology and Medicine
10.1007/s41019-023-00235-6,Data Science and Engineering
10.1016/j.eswa.2023.122050,Expert Systems with Applications
10.1016/j.eswa.2023.122491,Expert Systems with Applications
10.1016/j.iswa.2024.200351,Intelligent Systems with Applications
